log_id,enrollment_id,week_number,videos_watched,quizzes_taken,quiz_avg_score,forum_posts,hours_spent
721,112,9,3,0,,1,7.4
722,113,1,1,4,75.6,3,7.6
723,113,2,6,1,94.6,3,7.0
724,113,3,6,3,97.1,2,8.2
725,113,4,4,1,74.8,2,6.0
726,113,5,1,0,,1,2.5
727,113,6,4,1,96.2,4,4.8
728,113,7,3,3,101.4,3,3.1
729,113,8,2,3,82.5,2,5.0
730,114,1,5,0,,1,5.2
731,114,2,6,1,87.9,2,8.8
732,114,3,5,0,,1,7.7
733,114,4,6,4,84.4,0,6.8
734,114,5,0,4,89.9,2,5.0
735,115,1,2,0,,1,4.5
736,115,2,3,3,104.7,0,8.5
737,115,3,5,3,97.3,1,4.4
738,115,4,1,1,91.5,0,5.0
739,115,5,0,4,86.1,3,7.5
740,115,6,0,2,103.0,1,4.8
741,116,1,3,1,88.2,1,5.0
742,116,2,0,0,,3,7.0
743,116,3,0,0,,2,7.3
744,116,4,0,1,76.4,0,7.1
745,116,5,1,1,72.0,0,5.2
746,116,6,2,2,92.4,4,4.0
747,116,7,4,3,80.0,3,7.0
748,116,8,2,2,94.8,1,8.9
749,117,1,3,0,,4,7.8
750,117,2,6,4,102.0,4,10.5
751,117,3,2,3,78.3,1,1.2
752,117,4,2,1,76.3,2,2.9
753,117,5,6,3,91.7,4,6.2
754,117,6,3,3,73.6,4,5.8
755,117,7,4,0,,1,9.3
756,117,8,0,2,92.2,1,5.7
757,117,9,4,0,,0,2.6
758,117,10,1,2,83.3,3,6.0
759,117,11,1,0,,1,8.4
760,118,1,0,1,94.9,1,3.1
761,118,2,4,3,83.7,0,5.8
762,118,3,0,3,95.9,1,6.6
763,118,4,1,1,101.2,1,7.5
764,119,1,5,1,100.6,2,7.5
765,119,2,2,3,81.3,3,7.1
766,119,3,4,4,99.4,3,6.2
767,119,4,6,3,71.5,0,6.2
768,119,5,0,2,79.5,4,3.5
769,120,1,5,2,67.2,3,6.2
770,120,2,5,2,83.6,4,7.1
771,120,3,0,3,113.5,0,1.9
772,120,4,3,4,98.9,2,8.9
773,120,5,6,2,78.4,2,5.9
774,120,6,5,0,,3,8.9
775,120,7,1,3,82.7,0,7.7
776,120,8,5,0,,1,5.1
777,120,9,2,4,75.5,2,6.8
778,120,10,1,4,77.0,1,4.6
779,120,11,0,0,,0,3.3
780,120,12,3,4,72.4,0,4.7
781,121,1,1,0,,0,3.1
782,122,1,5,3,87.7,1,6.6
783,122,2,1,1,95.7,3,8.0
784,122,3,3,4,112.2,1,6.3
785,122,4,1,1,93.2,2,10.0
786,122,5,3,4,87.8,0,6.8
787,122,6,2,0,,3,5.1
788,123,1,6,0,,4,6.1
789,123,2,1,4,87.2,0,4.3
790,123,3,6,2,98.5,3,4.2
791,123,4,3,2,91.5,2,5.2
792,123,5,2,1,81.7,2,5.0
793,123,6,0,2,81.6,2,6.1
794,123,7,6,3,89.3,1,7.0
795,124,1,3,1,64.7,0,3.5
796,124,2,2,3,94.7,3,3.0
797,124,3,0,3,70.8,1,6.0
798,124,4,4,0,,1,3.9
799,124,5,4,3,72.7,1,8.7
800,124,6,3,1,57.5,1,5.6
801,124,7,0,0,,3,8.0
802,125,1,5,1,102.5,3,4.7
803,125,2,0,2,106.1,4,2.7
804,125,3,0,2,78.6,3,8.2
805,125,4,5,4,100.5,1,5.5
806,125,5,1,2,93.2,0,6.6
807,125,6,2,4,105.3,0,4.7
808,125,7,4,2,96.0,3,7.2
809,125,8,4,0,,2,8.3
810,125,9,6,3,94.7,3,5.2
811,125,10,5,1,98.6,4,4.6
812,125,11,0,3,78.5,0,3.8
813,126,1,0,2,74.1,2,2.1
814,126,2,2,3,77.2,1,2.0
815,126,3,3,0,,2,5.2
816,126,4,1,1,91.0,1,1.3
817,126,5,5,0,,1,7.1
818,127,1,2,1,46.8,0,3.4
819,127,2,2,1,33.8,0,2.7
820,127,3,1,1,38.2,0,3.5
821,127,4,2,0,,0,0.0
822,128,1,4,2,93.0,4,5.0
823,128,2,5,3,92.3,1,7.5
824,128,3,3,2,91.6,4,8.8
825,128,4,3,0,,3,5.2
826,128,5,6,3,87.7,2,8.9
827,128,6,0,0,,0,8.0
828,128,7,5,4,95.8,1,8.6
829,128,8,4,3,91.9,2,5.7
830,128,9,4,1,85.8,3,3.1
831,129,1,2,1,40.1,0,0.0
832,129,2,2,0,,0,2.3
833,129,3,2,0,,0,4.6
834,129,4,0,1,30.2,1,3.3
835,129,5,0,0,,0,3.3
836,130,1,1,0,,0,6.2
837,131,1,0,1,38.1,0,4.1
838,131,2,0,1,47.0,0,0.0
839,131,3,1,1,51.5,0,5.0
840,132,1,3,0,,4,6.0
841,132,2,4,0,,4,7.6
842,132,3,3,0,,2,4.8
843,132,4,2,2,82.7,1,7.0
844,133,1,2,1,25.1,0,0.5
845,133,2,2,1,34.4,1,0.0
846,133,3,2,0,,0,4.8
847,133,4,1,0,,1,6.7
848,134,1,5,4,80.4,3,7.1
849,134,2,2,3,82.0,3,6.0
850,134,3,4,1,83.3,2,9.7
851,134,4,3,2,98.0,0,3.7
852,134,5,5,1,95.7,0,5.6
853,134,6,0,2,79.0,0,5.2
854,134,7,3,4,94.9,3,5.6
855,134,8,4,4,86.7,4,4.1
856,134,9,1,0,,3,5.0
857,135,1,1,0,,2,7.3
858,135,2,0,3,79.8,3,4.6
859,135,3,0,2,96.7,1,7.9
860,135,4,6,0,,2,2.6
861,136,1,3,2,88.6,2,6.9
862,136,2,5,1,88.9,3,6.2
863,136,3,3,1,100.4,1,7.2
864,136,4,3,0,,3,9.4
865,136,5,2,1,90.7,3,4.7
866,136,6,3,1,95.2,4,6.4
867,136,7,3,3,85.6,1,8.1
868,137,1,0,1,60.8,2,0.6
869,137,2,0,3,61.4,1,5.0
870,137,3,2,3,50.4,3,4.7
871,137,4,1,0,,0,5.1
872,137,5,2,0,,1,3.8
873,137,6,0,2,60.9,0,5.9
874,137,7,3,3,70.2,3,7.0
875,137,8,1,1,72.2,2,3.5
876,137,9,0,2,80.6,3,4.7
877,137,10,1,3,68.1,1,1.3
878,137,11,1,1,73.7,0,5.8
879,138,1,1,1,30.9,0,0.0
880,139,1,4,0,,3,8.2
881,139,2,1,2,99.0,2,5.4
882,139,3,0,0,,0,4.6
883,139,4,1,2,74.3,2,5.9
884,139,5,6,4,80.5,4,4.8
885,139,6,2,1,85.5,4,2.9
886,139,7,1,4,103.9,0,11.1
887,139,8,5,1,96.7,1,4.7
888,140,1,4,2,91.8,4,10.2
889,140,2,3,0,,3,5.3
890,140,3,0,3,69.8,4,8.3
891,140,4,6,0,,1,3.5
892,140,5,1,2,81.0,0,6.7
893,140,6,5,1,89.0,3,3.5
894,140,7,4,0,,1,6.1
895,140,8,3,4,77.0,3,8.3
896,140,9,4,2,90.2,4,6.2
897,140,10,1,4,83.2,4,2.1
898,141,1,0,0,,0,1.4
899,142,1,0,0,,0,2.6
900,142,2,0,1,53.7,0,0.0
901,143,1,0,3,105.8,1,2.4
902,143,2,1,1,94.6,4,2.8
903,143,3,5,2,91.0,0,4.5
904,143,4,6,3,109.3,4,6.4
905,143,5,3,1,95.1,3,10.5
906,143,6,0,4,75.7,1,5.5
907,144,1,0,0,,0,0.0
908,144,2,1,0,,0,2.0
909,145,1,1,2,86.0,3,4.8
910,145,2,5,0,,3,6.5
911,145,3,0,2,94.2,2,7.6
912,145,4,2,0,,0,6.8
913,145,5,4,1,95.4,4,8.2
914,145,6,1,3,98.7,2,8.4
915,145,7,4,2,87.3,3,6.8
916,145,8,5,2,106.6,0,4.5
917,145,9,6,0,,1,6.2
918,145,10,1,3,84.5,3,5.4
919,145,11,3,0,,0,2.5
920,145,12,4,3,97.8,0,5.6
921,146,1,1,1,22.0,0,0.0
922,146,2,1,0,,0,3.5
923,147,1,6,1,104.9,2,2.3
924,147,2,4,3,94.7,1,6.3
925,147,3,5,1,96.9,0,9.0
926,147,4,3,0,,3,5.3
927,147,5,2,0,,0,5.6
928,147,6,6,4,86.7,1,7.9
929,147,7,0,1,91.8,0,9.8
930,147,8,3,1,91.5,1,4.9
931,148,1,5,3,91.3,4,5.6
932,148,2,4,4,82.5,2,5.5
933,148,3,1,2,79.8,0,0.5
934,148,4,1,1,86.3,3,5.0
935,149,1,0,0,,0,3.7
936,149,2,2,0,,1,8.6
937,149,3,2,1,86.4,4,5.8
938,149,4,0,2,92.6,0,7.2
939,149,5,1,2,101.2,0,7.3
940,149,6,4,3,98.3,2,6.5
941,149,7,0,2,90.3,4,1.0
942,150,1,4,3,84.7,3,2.7
943,150,2,2,1,79.9,1,5.7
944,150,3,5,0,,1,5.3
945,150,4,1,1,90.7,4,4.8
946,150,5,4,4,76.6,2,2.2
947,151,1,6,2,91.0,4,8.4
948,151,2,0,3,76.8,0,4.8
949,151,3,2,1,91.7,0,5.6
950,151,4,0,0,,1,7.9
951,151,5,5,3,89.4,2,8.3
952,151,6,6,3,86.8,0,5.1
953,151,7,4,3,109.2,3,7.0
954,151,8,3,4,94.6,2,5.5
955,152,1,2,3,95.5,0,7.7
956,152,2,1,3,100.5,2,3.9
957,152,3,3,3,76.6,3,2.6
958,152,4,0,0,,1,5.5
959,153,1,0,1,22.2,0,3.4
960,153,2,1,1,25.3,0,5.4
961,154,1,0,3,80.9,1,8.8
962,154,2,1,2,100.7,4,5.2
963,154,3,5,1,100.5,4,5.5
964,154,4,3,0,,4,6.6
965,154,5,0,4,76.8,4,7.8
966,154,6,6,2,101.6,0,7.3
967,154,7,1,3,99.0,2,10.0
968,154,8,3,2,107.3,4,5.0
969,154,9,6,1,60.6,3,4.3
970,154,10,0,1,79.9,1,3.8
971,154,11,1,4,96.0,3,6.3
972,154,12,1,4,96.7,0,4.7
973,154,13,2,2,96.9,4,6.4
974,154,14,3,3,85.3,3,4.4
975,155,1,2,2,40.4,0,0.5
976,155,2,0,0,,0,2.0
977,155,3,3,0,,1,1.4
978,155,4,0,2,44.6,0,4.5
979,156,1,0,2,92.4,2,3.7
980,156,2,5,2,82.4,3,10.0
981,156,3,5,1,111.9,0,6.1
982,156,4,0,0,,1,7.0
983,156,5,4,4,71.4,2,3.4
984,156,6,3,1,111.8,4,7.3
985,156,7,5,3,88.9,0,6.8
986,156,8,1,3,77.5,1,4.6
987,157,1,0,1,22.6,0,1.9
988,157,2,0,0,,0,1.8
989,158,1,1,0,,0,1.4
990,158,2,0,0,,0,0.1
991,158,3,0,0,,0,0.0
992,159,1,3,2,82.7,1,4.4
993,159,2,1,2,96.3,4,6.1
994,159,3,5,4,93.1,2,5.2
995,159,4,2,3,103.5,0,5.9
996,159,5,1,4,88.8,1,1.4
997,159,6,4,0,,4,8.4
998,159,7,1,1,91.7,2,7.1
999,159,8,2,1,94.6,1,8.7
1000,159,9,1,2,97.7,2,1.1
1001,159,10,2,4,92.9,2,2.4
1002,160,1,3,3,71.2,3,2.6
1003,160,2,2,0,,3,7.1
1004,160,3,3,1,75.2,0,4.8
1005,160,4,3,1,103.4,2,2.4
1006,161,1,2,0,,2,6.6
1007,161,2,2,1,102.6,4,7.5
1008,161,3,1,4,93.3,1,7.3
1009,161,4,4,0,,4,7.0
1010,161,5,5,3,85.6,2,4.1
1011,161,6,1,1,101.1,0,6.7
1012,161,7,2,3,98.0,4,7.5
1013,161,8,2,4,80.3,2,7.8
1014,161,9,0,4,112.0,2,5.7
1015,161,10,1,3,102.0,4,6.6
1016,162,1,0,1,23.7,0,1.3
1017,162,2,0,1,23.5,0,2.6
1018,163,1,6,4,72.0,0,9.7
1019,163,2,2,0,,0,4.4
1020,163,3,0,2,98.0,4,6.8
1021,163,4,6,3,89.2,1,7.2
1022,163,5,4,3,96.4,1,7.2
1023,163,6,6,4,109.8,3,2.6
1024,163,7,5,3,84.0,1,3.9
1025,163,8,4,3,75.5,2,1.4
1026,163,9,6,3,91.2,2,7.5
1027,163,10,5,0,,2,2.2
1028,163,11,5,1,82.7,0,8.1
1029,163,12,1,0,,1,7.1
1030,163,13,3,3,91.8,1,6.9
1031,163,14,6,4,90.9,2,3.6
1032,164,1,1,0,,2,3.3
1033,164,2,6,4,97.1,0,8.5
1034,164,3,5,0,,1,9.3
1035,164,4,0,3,90.9,4,6.4
1036,164,5,3,2,87.8,0,10.6
1037,164,6,2,3,92.4,3,8.0
1038,164,7,4,2,97.5,0,6.5
1039,164,8,0,3,88.8,2,3.9
1040,164,9,1,3,93.6,4,7.4
1041,164,10,3,4,76.2,1,7.2
1042,164,11,0,1,105.9,4,8.8
1043,165,1,1,1,85.3,4,7.3
1044,165,2,2,0,,0,7.7
1045,165,3,4,3,110.0,2,7.8
1046,165,4,1,2,77.8,0,6.9
1047,165,5,3,1,97.8,0,4.9
1048,166,1,1,0,,0,5.0
1049,167,1,2,2,94.8,4,6.6
1050,167,2,6,4,70.5,3,8.3
1051,167,3,5,0,,1,8.0
1052,167,4,3,1,87.0,3,5.1
1053,167,5,0,1,76.4,3,4.6
1054,167,6,2,1,89.8,3,4.7
1055,167,7,5,0,,2,8.2
1056,167,8,3,4,79.5,1,5.7
1057,167,9,2,3,105.0,4,0.5
1058,167,10,2,1,105.9,0,3.3
1059,168,1,1,1,50.2,1,3.3
1060,168,2,0,0,,1,3.1
1061,169,1,0,0,,1,0.0
1062,169,2,2,0,,1,2.9
1063,169,3,1,0,,1,4.6
1064,170,1,1,2,100.4,2,8.2
1065,170,2,5,3,96.6,4,7.4
1066,170,3,6,3,106.0,0,7.4
1067,170,4,2,4,98.3,2,3.9
1068,170,5,3,3,92.1,3,8.5
1069,170,6,6,3,92.2,0,6.1
1070,170,7,2,1,76.2,4,5.0
1071,170,8,4,4,89.6,2,9.6
1072,170,9,1,3,96.4,0,2.7
1073,170,10,4,3,93.9,0,7.4
1074,170,11,5,0,,2,6.8
1075,170,12,4,0,,2,3.2
1076,170,13,6,0,,0,4.8
1077,170,14,5,4,82.5,0,3.1
1078,171,1,0,0,,0,1.9
1079,171,2,0,0,,0,2.1
1080,171,3,0,1,56.3,1,3.1
1081,171,4,0,0,,1,0.0
1082,172,1,1,4,89.3,3,3.5
1083,172,2,3,2,88.9,4,6.9
1084,172,3,3,2,85.1,0,4.3
1085,172,4,3,3,92.2,2,5.0
1086,172,5,3,0,,4,4.0
1087,172,6,0,4,98.4,3,10.2
1088,172,7,1,3,95.8,3,5.0
1089,172,8,2,4,117.9,4,7.1
1090,172,9,4,3,110.9,4,8.7
1091,172,10,2,4,95.6,2,2.2
1092,172,11,1,2,95.0,2,6.7
1093,172,12,6,3,88.3,3,8.7
1094,172,13,1,4,86.8,4,6.4
1095,172,14,1,2,77.9,4,7.8
1096,173,1,3,0,,0,4.0
1097,173,2,4,2,104.6,0,8.6
1098,173,3,3,2,75.0,1,3.6
1099,173,4,2,0,,3,1.7
1100,173,5,4,4,110.9,1,6.8
1101,173,6,5,2,101.0,1,6.4
1102,173,7,6,4,95.7,1,6.4
1103,173,8,5,0,,1,6.2
1104,174,1,1,2,74.9,1,2.0
1105,174,2,1,0,,1,3.8
1106,174,3,3,2,57.3,0,4.4
1107,175,1,5,2,86.4,0,6.8
1108,175,2,2,0,,4,5.2
1109,175,3,4,1,104.0,4,2.3
1110,175,4,2,3,80.8,0,4.3
1111,175,5,4,3,116.7,0,3.8
1112,175,6,0,2,84.1,0,6.6
1113,175,7,1,1,74.4,0,5.1
1114,175,8,1,3,111.8,4,8.2
1115,175,9,5,0,,2,10.9
1116,176,1,1,0,,0,6.6
1117,176,2,1,2,52.8,1,1.8
1118,176,3,3,0,,1,0.2
1119,176,4,3,2,60.9,0,5.3
1120,176,5,0,1,60.2,1,5.0
1121,176,6,2,0,,1,2.5
1122,177,1,0,0,,1,4.5
1123,177,2,2,2,93.1,4,5.2
1124,177,3,2,1,83.8,4,3.7
1125,177,4,5,0,,0,7.8
1126,177,5,2,4,94.3,2,9.0
1127,178,1,2,0,,1,3.3
1128,178,2,1,4,92.0,1,9.3
1129,178,3,0,2,87.2,0,2.5
1130,178,4,1,3,83.5,0,4.2
1131,178,5,0,3,94.1,4,4.6
1132,178,6,3,2,92.0,2,5.3
1133,178,7,6,4,88.5,3,6.3
1134,178,8,3,3,96.5,1,6.4
1135,178,9,5,3,75.6,0,5.4
1136,178,10,4,2,110.3,2,4.3
1137,179,1,1,1,16.2,0,2.6
1138,179,2,0,0,,0,3.2
1139,180,1,4,0,,0,5.3
1140,180,2,2,2,85.1,3,1.6
1141,180,3,3,0,,3,5.5
1142,180,4,2,3,75.2,1,2.7
1143,180,5,0,2,82.2,2,7.0
1144,180,6,2,2,72.0,2,5.6
1145,180,7,1,1,71.3,0,5.3
1146,180,8,1,3,89.6,2,8.0
1147,180,9,0,2,79.2,2,8.8
1148,181,1,0,3,76.7,2,7.1
1149,181,2,6,2,97.0,2,10.2
1150,181,3,2,3,86.7,2,5.1
1151,181,4,0,2,85.9,1,6.4
1152,181,5,4,1,88.8,2,2.5
1153,181,6,4,4,88.8,2,7.8
1154,181,7,4,0,,1,5.3
1155,181,8,3,0,,0,12.0
1156,181,9,4,4,82.0,4,3.8
1157,181,10,4,0,,4,3.6
1158,182,1,0,1,54.6,1,2.9
1159,182,2,0,1,42.4,1,1.8
1160,182,3,2,0,,1,4.4
1161,182,4,2,1,38.8,1,1.6
1162,182,5,0,2,61.2,0,0.0
1163,182,6,1,2,42.7,1,2.4
1164,183,1,0,1,15.9,0,1.3
1165,184,1,5,4,90.4,2,7.7
1166,184,2,6,2,78.4,0,4.5
1167,184,3,0,2,110.9,3,4.6
1168,184,4,5,3,87.2,1,8.2
1169,185,1,6,0,,1,5.9
1170,185,2,2,3,83.0,4,8.2
1171,185,3,4,4,95.9,2,4.2
1172,185,4,3,2,91.1,0,1.1
1173,185,5,6,1,82.7,4,6.7
1174,185,6,2,0,,2,5.8
1175,185,7,2,3,94.9,3,6.2
1176,185,8,2,4,96.0,0,8.6
1177,185,9,1,0,,1,4.6
1178,185,10,4,4,90.1,0,5.5
1179,185,11,4,4,90.4,0,5.8
1180,186,1,3,2,94.6,2,6.6
1181,186,2,5,0,,2,7.1
1182,186,3,1,0,,2,2.9
1183,186,4,1,4,84.4,4,7.9
1184,186,5,5,0,,2,6.4
1185,186,6,0,4,88.2,2,6.9
1186,186,7,6,0,,0,8.4
1187,186,8,1,1,72.6,1,3.9
1188,186,9,5,1,89.5,1,7.1
1189,186,10,5,3,88.6,0,7.3
1190,187,1,0,1,35.8,1,0.0
1191,187,2,2,1,45.4,1,2.4
1192,187,3,1,1,51.3,1,1.4
1193,188,1,1,2,37.3,1,3.4
1194,188,2,1,2,47.8,1,6.5
1195,188,3,0,2,44.6,1,1.1
1196,188,4,1,1,47.3,1,0.7
1197,189,1,2,0,,0,4.0
1198,189,2,0,0,,0,2.4
1199,190,1,0,1,38.0,0,0.0
1200,191,1,6,3,93.5,3,8.2
1201,191,2,2,0,,0,8.4
1202,191,3,0,4,87.0,3,2.7
1203,191,4,0,0,,4,5.1
1204,191,5,5,4,86.5,3,6.9
1205,191,6,2,2,102.8,3,5.6
1206,191,7,2,3,89.8,1,10.3
1207,191,8,4,3,105.5,3,5.8
1208,191,9,3,4,94.3,2,1.7
1209,191,10,4,4,92.3,1,1.3
1210,191,11,5,3,111.3,2,6.3
1211,191,12,3,1,74.2,4,8.0
1212,191,13,1,3,88.4,2,5.0
1213,191,14,2,2,90.7,1,8.0
1214,192,1,4,4,100.9,1,8.2
1215,192,2,3,2,94.2,2,6.3
1216,192,3,5,4,87.6,4,5.8
1217,192,4,5,1,90.6,4,6.7
1218,192,5,2,1,77.9,2,3.8
1219,192,6,4,0,,0,6.6
1220,192,7,3,0,,3,6.2
1221,192,8,4,0,,1,6.2
1222,192,9,1,3,93.4,3,5.3
1223,192,10,3,1,81.4,1,4.3
1224,193,1,3,3,92.2,1,7.7
1225,193,2,1,4,87.5,2,3.8
1226,193,3,3,1,92.2,0,6.6
1227,193,4,2,1,91.4,3,6.8
1228,193,5,2,0,,0,4.1
1229,193,6,0,2,80.5,4,7.4
1230,193,7,0,1,83.8,2,5.1
1231,193,8,3,4,111.5,2,3.7
1232,193,9,2,4,102.6,4,5.2
1233,194,1,2,1,37.1,0,2.4
1234,194,2,0,0,,0,3.6
1235,194,3,0,1,45.8,0,2.7
1236,195,1,0,0,,0,5.2
1237,195,2,0,1,22.5,0,0.0
1238,196,1,0,1,31.6,0,6.3
1239,196,2,0,1,43.7,1,4.0
1240,196,3,1,0,,1,5.0
1241,196,4,0,2,42.0,1,4.6
1242,196,5,1,1,49.6,0,6.1
1243,197,1,5,1,79.7,1,9.3
1244,197,2,0,0,,3,7.9
1245,197,3,5,0,,2,8.1
1246,197,4,6,1,97.2,4,5.9
1247,197,5,5,2,81.0,1,8.2
1248,198,1,1,0,,1,0.0
1249,198,2,1,0,,0,0.4
1250,198,3,1,1,33.8,1,1.9
1251,199,1,5,1,84.6,1,8.8
1252,199,2,5,1,86.4,2,7.8
1253,199,3,1,2,95.5,1,7.3
1254,199,4,6,1,89.0,2,7.3
1255,199,5,2,3,88.9,4,8.3
1256,199,6,2,2,91.7,1,3.6
1257,199,7,0,4,80.6,1,7.6
1258,199,8,5,3,79.6,2,9.0
1259,199,9,1,2,86.3,2,3.7
1260,199,10,0,4,91.1,3,4.5
1261,200,1,2,2,87.2,2,5.3
1262,200,2,2,1,83.7,0,6.3
1263,200,3,3,4,77.4,3,6.7
1264,200,4,5,3,82.6,2,6.2
1265,200,5,4,2,79.9,0,6.2
1266,201,1,4,1,73.1,4,6.0
1267,201,2,2,0,,0,4.9
1268,201,3,2,1,93.5,1,3.9
1269,201,4,3,0,,1,6.4
1270,201,5,2,0,,1,7.2
1271,201,6,1,1,75.2,1,7.2
1272,202,1,2,3,79.9,2,4.6
1273,202,2,3,4,110.5,1,6.7
1274,202,3,6,1,83.8,0,7.3
1275,202,4,4,4,90.2,1,1.6
1276,202,5,1,3,92.6,3,7.3
1277,202,6,0,2,85.3,1,6.8
1278,202,7,2,2,75.9,0,8.4
1279,202,8,2,3,94.3,4,7.8
1280,203,1,4,4,81.8,3,7.5
1281,203,2,5,3,87.0,3,6.3
1282,203,3,2,0,,4,7.5
1283,203,4,4,2,69.5,3,5.1
1284,203,5,2,0,,1,2.3
1285,203,6,3,4,91.2,0,2.0
1286,203,7,1,0,,2,9.0
1287,203,8,2,1,85.0,4,7.2
1288,203,9,3,3,75.1,0,5.4
1289,203,10,6,3,90.6,3,3.2
1290,203,11,5,2,105.5,2,3.3
1291,204,1,0,4,84.7,3,6.0
1292,204,2,0,1,94.2,1,4.6
1293,204,3,2,2,82.1,3,5.4
1294,204,4,6,4,83.1,4,5.2
1295,204,5,2,0,,1,6.2
1296,204,6,4,0,,3,2.8
1297,204,7,2,2,88.7,3,5.0
1298,205,1,1,1,44.9,1,0.0
1299,205,2,2,2,54.9,0,3.4
1300,205,3,2,1,43.8,0,4.8
1301,205,4,1,2,50.7,1,4.0
1302,206,1,4,3,84.1,3,4.7
1303,206,2,3,4,99.1,2,6.1
1304,206,3,6,3,101.4,3,9.2
1305,206,4,1,4,85.2,2,3.2
1306,206,5,3,0,,4,8.8
1307,206,6,4,2,87.2,0,7.5
1308,206,7,2,2,117.9,2,6.0
1309,206,8,3,0,,1,3.8
1310,207,1,4,2,92.6,3,7.1
1311,207,2,4,3,85.8,4,7.1
1312,207,3,2,2,91.8,2,3.2
1313,207,4,4,4,83.0,3,5.7
1314,207,5,3,3,84.9,1,10.4
1315,207,6,6,1,89.3,2,6.1
1316,207,7,6,3,81.6,0,3.5
1317,207,8,3,4,74.5,3,1.6
1318,208,1,1,2,46.5,1,5.5
1319,208,2,2,0,,1,5.6
1320,209,1,3,0,,0,7.8
1321,209,2,3,2,46.7,1,0.9
1322,209,3,1,0,,1,3.6
1323,210,1,2,2,59.4,0,5.3
1324,210,2,1,1,48.5,1,2.3
1325,210,3,2,0,,1,0.0
1326,211,1,3,3,90.3,2,2.6
1327,211,2,2,3,84.7,2,7.9
1328,211,3,4,2,76.0,1,4.1
1329,211,4,4,2,110.3,4,6.7
1330,211,5,2,2,84.5,4,9.0
1331,211,6,5,2,79.4,2,6.3
1332,211,7,1,1,95.0,3,7.3
1333,211,8,2,1,96.8,2,6.2
1334,211,9,1,4,99.5,4,6.1
1335,211,10,5,4,78.5,1,7.5
1336,211,11,2,1,79.9,4,4.8
1337,212,1,1,2,77.5,0,4.0
1338,212,2,5,1,83.1,0,7.7
1339,212,3,6,4,103.2,2,4.0
1340,212,4,5,0,,3,2.5
1341,212,5,4,0,,2,2.5
1342,213,1,2,4,87.2,0,9.2
1343,213,2,1,4,87.8,1,7.3
1344,213,3,4,4,85.5,0,6.1
1345,213,4,2,0,,1,3.9
1346,213,5,3,1,91.5,0,4.7
1347,213,6,3,2,88.2,4,8.1
1348,214,1,2,3,76.7,1,4.3
1349,214,2,2,3,61.6,2,5.3
1350,214,3,2,1,77.9,2,8.3
1351,214,4,5,3,98.9,1,7.9
1352,214,5,3,0,,2,7.6
1353,214,6,3,1,78.7,1,7.7
1354,214,7,2,0,,3,6.6
1355,214,8,2,1,87.7,1,6.6
1356,214,9,1,2,77.3,3,5.7
1357,214,10,0,2,92.3,1,5.1
1358,215,1,2,2,94.2,2,4.5
1359,215,2,3,4,81.8,3,7.3
1360,215,3,0,3,79.0,3,8.9
1361,215,4,6,2,105.5,1,6.4
1362,215,5,5,2,87.3,2,7.9
1363,215,6,3,3,84.1,1,8.3
1364,215,7,6,1,82.0,2,4.5
1365,215,8,0,0,,1,7.7
1366,215,9,5,4,103.5,3,10.6
1367,215,10,6,3,82.8,3,6.0
1368,216,1,0,0,,1,0.2
1369,216,2,1,0,,1,1.3
1370,216,3,2,1,23.2,0,1.2
1371,216,4,0,0,,1,4.3
1372,216,5,1,0,,0,2.0
1373,217,1,3,0,,2,3.2
1374,217,2,0,2,47.4,0,5.4
1375,217,3,2,2,43.3,2,3.7
1376,217,4,0,2,60.3,2,4.0
1377,217,5,0,2,62.9,0,5.6
1378,217,6,3,2,52.6,0,2.5
1379,218,1,0,0,,1,6.1
1380,218,2,2,3,101.5,4,9.2
1381,218,3,5,2,75.7,1,5.4
1382,218,4,6,4,108.9,4,4.1
1383,218,5,1,1,91.0,1,4.7
1384,218,6,0,0,,4,2.9
1385,218,7,6,1,78.5,4,5.6
1386,218,8,6,2,93.1,1,5.3
1387,218,9,1,3,84.4,2,6.5
1388,218,10,6,2,112.3,0,8.8
1389,218,11,3,0,,3,9.3
1390,219,1,0,1,76.9,4,5.9
1391,219,2,0,1,90.2,3,5.0
1392,219,3,5,4,69.4,3,11.1
1393,219,4,1,1,107.9,2,5.7
1394,219,5,3,2,66.0,0,5.7
1395,219,6,0,3,93.3,0,4.1
1396,219,7,2,2,107.9,3,4.7
1397,220,1,6,0,,0,4.9
1398,220,2,5,2,86.1,2,3.2
1399,220,3,3,1,77.5,1,10.8
1400,220,4,5,1,79.9,2,6.7
1401,220,5,1,0,,3,5.3
1402,220,6,1,2,82.1,2,7.1
1403,220,7,4,2,92.3,0,6.1
1404,220,8,3,0,,1,6.5
1405,221,1,6,4,71.6,0,7.4
1406,221,2,2,3,68.8,1,6.8
1407,221,3,2,4,80.8,0,8.1
1408,221,4,3,3,89.8,1,2.1
1409,221,5,1,1,72.0,1,5.7
1410,221,6,1,0,,0,5.7
1411,222,1,1,0,,0,1.6
1412,222,2,0,0,,0,0.0
1413,223,1,1,1,48.1,0,1.4
1414,223,2,1,0,,1,3.4
1415,224,1,1,0,,1,9.7
1416,224,2,0,4,87.1,2,7.3
1417,224,3,3,3,96.6,4,6.8
1418,224,4,6,4,89.6,1,2.2
1419,224,5,4,1,104.3,1,6.8
1420,224,6,0,1,84.0,2,2.6
1421,224,7,4,4,87.2,4,8.4
